編號,地點位置,管轄警察局,分局
777,屏東縣屏東市信義路,屏東縣政府警察局,里港分局
778,屏東縣屏東市信德巷,屏東縣政府警察局,里港分局
779,屏東縣屏東市建國路,屏東縣政府警察局,里港分局
780,屏東縣屏東市崁頂,屏東縣政府警察局,里港分局
781,屏東縣屏東市桂林街,屏東縣政府警察局,里港分局
782,屏東縣屏東市崇智里光復路,屏東縣政府警察局,里港分局
783,屏東縣屏東市逢甲路與南京路口,屏東縣政府警察局,里港分局
784,屏東縣屏東市復興南路,屏東縣政府警察局,里港分局
785,屏東縣屏東市斯文里天津街,屏東縣政府警察局,里港分局
786,屏東縣屏東市華山里華山街,屏東縣政府警察局,里港分局
787,屏東縣屏東市華山里廣東路,屏東縣政府警察局,里港分局
788,屏東縣屏東市華盛街,屏東縣政府警察局,里港分局
789,屏東縣屏東市潭墘里崇武路,屏東縣政府警察局,里港分局
790,屏東縣屏東市豐田里建豐路,屏東縣政府警察局,里港分局
791,屏東縣恆春鎮大光路,屏東縣政府警察局,里港分局
792,屏東縣恆春鎮中正路,屏東縣政府警察局,里港分局
793,屏東縣恆春鎮赤崁路,屏東縣政府警察局,里港分局
794,屏東縣恆春鎮南門圓環,屏東縣政府警察局,里港分局
795,屏東縣恆春鎮城西里西門路,屏東縣政府警察局,里港分局
796,屏東縣恆春鎮城南里文化路,屏東縣政府警察局,里港分局
797,屏東縣恆春鎮恆公路,屏東縣政府警察局,里港分局
798,屏東縣恆春鎮恆南路,屏東縣政府警察局,里港分局
799,屏東縣恆春鎮墾丁里墾丁路,屏東縣政府警察局,里港分局
800,屏東縣春日鄉春日村春日路,屏東縣政府警察局,里港分局
801,屏東縣春日鄉春古路段,屏東縣政府警察局,里港分局
802,屏東縣琉球鄉大福村仁愛路,屏東縣政府警察局,里港分局
803,屏東縣高樹鄉源泉村泉興,屏東縣政府警察局,里港分局
804,屏東縣高樹鄉舊寮村長美路,屏東縣政府警察局,里港分局
805,屏東縣新埤鄉新埤村新華段324地號,屏東縣政府警察局,里港分局
806,屏東縣新埤鄉箕湖村興農路,屏東縣政府警察局,里港分局
807,屏東縣新埤鄉餉潭村龍潭路15號前騎樓,屏東縣政府警察局,里港分局
808,屏東縣新園鄉三民路,屏東縣政府警察局,里港分局
809,屏東縣新園鄉烏龍村臥龍路,屏東縣政府警察局,里港分局
810,屏東縣新園鄉烏龍村龍港大橋下路,屏東縣政府警察局,里港分局
811,屏東縣新園鄉港西村平和路,屏東縣政府警察局,里港分局
812,屏東縣新園鄉鹽埔村義仁路,屏東縣政府警察局,里港分局
813,屏東縣獅子鄉丹路村丹路,屏東縣政府警察局,里港分局
814,屏東縣萬丹鄉水仙村水哮路,屏東縣政府警察局,里港分局
815,屏東縣萬丹鄉水泉村大發路,屏東縣政府警察局,里港分局
816,屏東縣萬丹鄉廈北村南北路,屏東縣政府警察局,里港分局
817,屏東縣萬丹鄉廈北路,屏東縣政府警察局,里港分局
818,屏東縣萬丹鄉新庄村新興街,屏東縣政府警察局,里港分局
819,屏東縣萬丹鄉新鐘村新鐘路,屏東縣政府警察局,里港分局
820,屏東縣萬丹鄉萬丹路,屏東縣政府警察局,里港分局
821,屏東縣萬丹鄉萬丹路與中興路口,屏東縣政府警察局,里港分局
822,屏東縣萬丹鄉萬全村忠孝街,屏東縣政府警察局,里港分局
823,屏東縣萬丹鄉廣安村廣安路,屏東縣政府警察局,里港分局
824,屏東縣萬丹鄉興全村興國路,屏東縣政府警察局,里港分局
825,屏東縣萬丹鄉寶厝村中興路,屏東縣政府警察局,里港分局
826,屏東縣萬巒鄉萬和村南進路,屏東縣政府警察局,里港分局
827,屏東縣潮州鎮八爺里曲振路,屏東縣政府警察局,里港分局
828,屏東縣潮州鎮三共里瑞昌街,屏東縣政府警察局,里港分局
829,屏東縣潮州鎮三和里華巖街,屏東縣政府警察局,里港分局
830,屏東縣潮州鎮三星里三林路,屏東縣政府警察局,里港分局
831,屏東縣潮州鎮三星里三城路,屏東縣政府警察局,里港分局
832,屏東縣潮州鎮三星里壽星路段,屏東縣政府警察局,里港分局
833,屏東縣潮州鎮永春里北平路,屏東縣政府警察局,里港分局
834,屏東縣潮州鎮永春里永昌路,屏東縣政府警察局,里港分局
835,屏東縣潮州鎮永春里光春路,屏東縣政府警察局,里港分局
836,屏東縣潮州鎮永春里萬年路,屏東縣政府警察局,里港分局
837,屏東縣潮州鎮光華里中山路11號潮州高中籃球場,屏東縣政府警察局,里港分局
838,屏東縣潮州鎮光華里育英路31號潮州國小,屏東縣政府警察局,里港分局
839,屏東縣潮州鎮光華里南京路,屏東縣政府警察局,里港分局
840,屏東縣潮州鎮光華里華興路段,屏東縣政府警察局,里港分局
841,屏東縣潮州鎮同榮里清水路與中山路口,屏東縣政府警察局,里港分局
842,屏東縣潮州鎮泗林里通潮路,屏東縣政府警察局,里港分局
843,屏東縣潮州鎮崙東里12鄰鳳尾,屏東縣政府警察局,里港分局
844,屏東縣潮州鎮崙東里崙川路,屏東縣政府警察局,里港分局
845,屏東縣潮州鎮富春里天祥路,屏東縣政府警察局,里港分局
846,屏東縣潮州鎮新生里中山路,屏東縣政府警察局,里港分局
847,屏東縣潮州鎮新生里平安路,屏東縣政府警察局,里港分局
848,屏東縣潮州鎮新榮里昌明路,屏東縣政府警察局,里港分局
849,屏東縣潮州鎮蓬萊里府洋北街,屏東縣政府警察局,里港分局
850,屏東縣潮州鎮蓬萊里榮田路,屏東縣政府警察局,里港分局
851,屏東縣潮州鎮興美里光復路,屏東縣政府警察局,里港分局
852,屏東縣麟洛鄉民生路麟安巷土地公廟,屏東縣政府警察局,里港分局
853,屏東縣麟洛鄉田中村延和街永春巷,屏東縣政府警察局,里港分局
854,屏東縣麟洛鄉新田村民族路相庄巷,屏東縣政府警察局,里港分局
855,屏東縣麟洛鄉麟趾村光明巷麟義段,屏東縣政府警察局,里港分局
856,屏東縣鹽埔鄉洛陽村七份路,屏東縣政府警察局,里港分局
857,屏東縣鹽埔鄉高朗村光明街,屏東縣政府警察局,里港分局
858,屏東縣鹽埔鄉新二村維新路段,屏東縣政府警察局,里港分局
859,屏東縣鹽埔鄉鹽南村豐年路,屏東縣政府警察局,里港分局
860,宜蘭縣宜蘭市林森路後火車站,宜蘭縣政府警察局,宜蘭分局
861,宜蘭縣宜蘭市東港路2巷五大社區,宜蘭縣政府警察局,宜蘭分局
862,宜蘭縣宜蘭市中山路宜蘭橋下,宜蘭縣政府警察局,宜蘭分局
863,宜蘭縣宜蘭市舊城南路中山公園,宜蘭縣政府警察局,宜蘭分局
864,宜蘭縣鼻頭仔公園,宜蘭縣政府警察局,宜蘭分局
865,宜蘭縣員山鄉與大同鄉交界處,宜蘭縣政府警察局,宜蘭分局
866,宜蘭縣宜蘭市運動公園,宜蘭縣政府警察局,宜蘭分局
867,宜蘭縣羅東鎮竹義路2號竹義廟,宜蘭縣政府警察局,羅東分局
868,宜蘭縣羅東夜市,宜蘭縣政府警察局,羅東分局
869,宜蘭縣羅東火車站,宜蘭縣政府警察局,羅東分局
870,宜蘭縣羅東運動公園,宜蘭縣政府警察局,羅東分局
871,宜蘭縣安平大眾廟,宜蘭縣政府警察局,羅東分局
872,宜蘭縣羅東鎮義成路變電所,宜蘭縣政府警察局,羅東分局
873,宜蘭縣大進高壓變電所,宜蘭縣政府警察局,羅東分局
874,宜蘭縣頭城火車站旁地下道,宜蘭縣政府警察局,礁溪分局
875,宜蘭縣大福海邊,宜蘭縣政府警察局,礁溪分局
876,宜蘭縣頭城海水浴場,宜蘭縣政府警察局,礁溪分局
877,宜蘭縣烏石港,宜蘭縣政府警察局,礁溪分局
878,宜蘭縣頂埔車站,宜蘭縣政府警察局,礁溪分局
879,宜蘭縣五峰旗風景區,宜蘭縣政府警察局,礁溪分局
880,宜蘭縣蘇澳火車站,宜蘭縣政府警察局,蘇澳分局
881,宜蘭縣北濱公園,宜蘭縣政府警察局,蘇澳分局
882,宜蘭縣豆腐岬,宜蘭縣政府警察局,蘇澳分局
883,宜蘭縣蘇澳新火車站,宜蘭縣政府警察局,蘇澳分局
884,宜蘭縣蘇澳鎮福德路段,宜蘭縣政府警察局,蘇澳分局
885,宜蘭縣蘇澳鎮忠孝路、信義路段,宜蘭縣政府警察局,蘇澳分局
886,宜蘭縣龍德工業區,宜蘭縣政府警察局,蘇澳分局
887,宜蘭縣南澳鄉中正路段,宜蘭縣政府警察局,蘇澳分局
888,宜蘭縣南澳火車站,宜蘭縣政府警察局,蘇澳分局
889,宜蘭縣清水地熱風景區,宜蘭縣政府警察局,三星分局
890,宜蘭縣分洪堰風景區,宜蘭縣政府警察局,三星分局
891,宜蘭縣柑仔坑土地公廟,宜蘭縣政府警察局,三星分局
892,宜蘭縣三星鄉三星路一段,宜蘭縣政府警察局,三星分局
893,宜蘭縣三星鄉上將路二段,宜蘭縣政府警察局,三星分局
894,花蓮市好樂迪KTV週邊,花蓮縣警察局,花蓮分局
895,花蓮市民光大陳一村內,花蓮縣警察局,花蓮分局
896,花蓮市門諾醫院週邊,花蓮縣警察局,花蓮分局
897,花蓮市國聯三路週邊,花蓮縣警察局,花蓮分局
898,花蓮縣吉安鄉吉祥四街週邊,花蓮縣警察局,吉安分局
899,花蓮縣吉安鄉廣賢路一段週邊,花蓮縣警察局,吉安分局
900,花蓮縣吉安鄉吉林五街週邊,花蓮縣警察局,吉安分局
901,花蓮縣吉安鄉建國路二段週邊,花蓮縣警察局,吉安分局
902,花蓮縣光復鄉大馬村中山路三段89巷附近,花蓮縣警察局,鳳林分局
903,花蓮縣光復鄉大馬村林森路附近,花蓮縣警察局,鳳林分局
904,花蓮縣鳳林鎮長橋里忠二路,花蓮縣警察局,鳳林分局
905,花蓮縣卓溪鄉南安橋,花蓮縣警察局,玉里分局
906,花蓮縣玉里鎮大同路,花蓮縣警察局,玉里分局
907,花蓮縣秀林鄉富世村風景管理區,花蓮縣警察局,新城分局
908,花蓮縣秀林鄉崇德村崇德,花蓮縣警察局,新城分局
909,花蓮縣秀林鄉景美村加灣,花蓮縣警察局,新城分局
910,臺東市森林公園周邊,臺東縣警察局,臺東分局
911,臺東市海濱公園周邊,臺東縣警察局,臺東分局
912,臺東市育仁中學周邊,臺東縣警察局,臺東分局
913,臺東縣海端鄉向陽森林遊樂區周邊,臺東縣警察局,關山分局
914,臺東縣成功鎮富榮山區產業道路,臺東縣警察局,成功分局
915,臺東縣成功鎮美山山區產業道路,臺東縣警察局,成功分局
916,臺東縣太麻里鄉太麻里曙光園區,臺東縣警察局,大武分局
917,臺東縣大武鄉大鳥村濱海公園休憩區,臺東縣警察局,大武分局
918,臺東縣金峰鄉嘉蘭村林產試驗所旁山區產業道路,臺東縣警察局,大武分局
919,澎湖縣菜園菊苑生態園區(觀鳥廊道),澎湖縣政府警察局,馬公分局
920,澎湖縣馬公市重光海域廢棄養殖場,澎湖縣政府警察局,馬公分局
921,澎湖縣馬公市文化園區周邊,澎湖縣政府警察局,馬公分局
922,澎湖縣馬公市第三漁港漁具倉庫周邊,澎湖縣政府警察局,馬公分局
